id,question_stem,choices,answerKey,inference_prompt,generated_response,predicted_label
13-969,"a student leaves a bag of acorns on the playground, which one of these will most likely take it?","A) a fish in the pond
B) a dog in the house
C) a stray local chipmunk
D) a tiger in the zoo
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
a student leaves a bag of acorns on the playground, which one of these will most likely take it?

### Choices: 
A) a fish in the pond
B) a dog in the house
C) a stray local chipmunk
D) a tiger in the zoo

### Answer: ","
C",C
13-970,"if a person takes in more food than their body needs at the time, what happens?","A) they will become smarter
B) they will become tubbier
C) they will become lighter
D) they will become shorter
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
if a person takes in more food than their body needs at the time, what happens?

### Choices: 
A) they will become smarter
B) they will become tubbier
C) they will become lighter
D) they will become shorter

### Answer: ","
C",C
13-971,As bad water increases in an environment the number of aquatic animals such as zooplankton will,"A) face extinction
B) stagnate
C) grow
D) hibernate
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
As bad water increases in an environment the number of aquatic animals such as zooplankton will

### Choices: 
A) face extinction
B) stagnate
C) grow
D) hibernate

### Answer: ","
C",C
13-972,A pendant whipping indicates,"A) bulk air movement
B) patriotic magnets
C) a still atmosphere
D) aliens are attacking
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A pendant whipping indicates

### Choices: 
A) bulk air movement
B) patriotic magnets
C) a still atmosphere
D) aliens are attacking

### Answer: ","
C",C
13-975,Which likely can hydrate without moving?,"A) a panda
B) a bamboo stalk
C) a raccoon
D) a dog
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which likely can hydrate without moving?

### Choices: 
A) a panda
B) a bamboo stalk
C) a raccoon
D) a dog

### Answer: ","
C",C
13-978,"A solid has a fixed shape. When liquid is boiled and turns into gas, its shape is","A) impermanent
B) talk
C) play games
D) smile
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A solid has a fixed shape. When liquid is boiled and turns into gas, its shape is

### Choices: 
A) impermanent
B) talk
C) play games
D) smile

### Answer: ","
C",C
13-980,"Unlike bird eggs, reptile's eggs are","A) symmetrical
B) Neon green
C) magical
D) watermelons
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Unlike bird eggs, reptile's eggs are

### Choices: 
A) symmetrical
B) Neon green
C) magical
D) watermelons

### Answer: ","
C",C
13-982,An example of thermal energy is,"A) crying in a school bathroom
B) trying to kiss someone
C) typing on a computer
D) Drying our clothes in the sun
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
An example of thermal energy is

### Choices: 
A) crying in a school bathroom
B) trying to kiss someone
C) typing on a computer
D) Drying our clothes in the sun

### Answer: ","
C",C
13-983,"If a hive of bees used to sleep through cold snaps, but now stay awake and productive during them, the hive probably","A) melted
B) adjusted
C) subtracted
D) froze
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a hive of bees used to sleep through cold snaps, but now stay awake and productive during them, the hive probably

### Choices: 
A) melted
B) adjusted
C) subtracted
D) froze

### Answer: ","
C",C
13-984,"If a thing is tossed and goes uncaught, then it will","A) reproduce
B) fall
C) dissolve
D) burn
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a thing is tossed and goes uncaught, then it will

### Choices: 
A) reproduce
B) fall
C) dissolve
D) burn

### Answer: ","
C",C
13-985,Skittles left in snow become,"A) hot
B) mushy
C) hard
D) soft
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Skittles left in snow become

### Choices: 
A) hot
B) mushy
C) hard
D) soft

### Answer: ","
C",C
13-986,What is a source of oxygen through photosynthesis?,"A) lakes
B) car engines
C) sunflowers
D) people
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What is a source of oxygen through photosynthesis?

### Choices: 
A) lakes
B) car engines
C) sunflowers
D) people

### Answer: ","
C",C
13-987,"If rain is something other than clean, then water in that area will","A) be unsafe
B) be great
C) be safe
D) be clean
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If rain is something other than clean, then water in that area will

### Choices: 
A) be unsafe
B) be great
C) be safe
D) be clean

### Answer: ","
C",C
13-988,Which is most characterized by the vibration of air?,"A) a viola
B) a brick
C) a blood cell
D) a flashlight
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which is most characterized by the vibration of air?

### Choices: 
A) a viola
B) a brick
C) a blood cell
D) a flashlight

### Answer: ","
C",C
13-989,An example of being a predator is,"A) an eagle landing on a branch
B) a mouse taking shelter in a hole
C) a wolf having a litter of pups
D) a bird catching worms in its mouth
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
An example of being a predator is

### Choices: 
A) an eagle landing on a branch
B) a mouse taking shelter in a hole
C) a wolf having a litter of pups
D) a bird catching worms in its mouth

### Answer: ","
C",C
13-991,I can use a ruler to measure,"A) The smell of popcorn
B) the space between my toes
C) The length of air
D) how angry I am
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
I can use a ruler to measure

### Choices: 
A) The smell of popcorn
B) the space between my toes
C) The length of air
D) how angry I am

### Answer: ","
C",C
13-993,an earthquake causes the ground to,"A) recite poetry
B) bounce and jump
C) grow fruit
D) run marathons
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
an earthquake causes the ground to

### Choices: 
A) recite poetry
B) bounce and jump
C) grow fruit
D) run marathons

### Answer: ","
C",C
13-995,Gas will rise when what happens to it?,"A) blazing temps
B) cooling
C) melting
D) freezing
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Gas will rise when what happens to it?

### Choices: 
A) blazing temps
B) cooling
C) melting
D) freezing

### Answer: ","
C",C
13-996,Which is likely to be in a zoo exhibit?,"A) an osprey
B) bacteria
C) a human
D) a dinosaur
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which is likely to be in a zoo exhibit?

### Choices: 
A) an osprey
B) bacteria
C) a human
D) a dinosaur

### Answer: ","
D",D
13-999,What do white blood cells allow to stay in the body?,"A) viruses
B) oxygen
C) parasites
D) bacteria
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What do white blood cells allow to stay in the body?

### Choices: 
A) viruses
B) oxygen
C) parasites
D) bacteria

### Answer: ","
C",C
13-1000,"Bringing a stray cat to your home to live will be hard for it at first, but since animals adapt, it will","A) fly away
B) go to space
C) get acclimated
D) breathe underwater
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Bringing a stray cat to your home to live will be hard for it at first, but since animals adapt, it will

### Choices: 
A) fly away
B) go to space
C) get acclimated
D) breathe underwater

### Answer: ","
C",C
13-1001,Paul's dog has just pooped on the lawn. The dog has,"A) had a nutritious meal within the last day
B) gotten himself into trouble
C) had a lot to drink
D) been a good boy
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Paul's dog has just pooped on the lawn. The dog has

### Choices: 
A) had a nutritious meal within the last day
B) gotten himself into trouble
C) had a lot to drink
D) been a good boy

### Answer: ","
C",C
13-1002,What can humans hide from weather in?,"A) a shady tree
B) a local museum
C) a soda can
D) a playground
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What can humans hide from weather in?

### Choices: 
A) a shady tree
B) a local museum
C) a soda can
D) a playground

### Answer: ","
C",C
13-1004,What provides the energy to open a doorknob?,"A) you
B) a ghost's hand
C) alloys
D) electricity
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What provides the energy to open a doorknob?

### Choices: 
A) you
B) a ghost's hand
C) alloys
D) electricity

### Answer: ","
D",D
13-1005,People dumping their trash in the ocean does what to the animals and plant life,"A) flies
B) types
C) dirties their habitat
D) reads minds
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
People dumping their trash in the ocean does what to the animals and plant life

### Choices: 
A) flies
B) types
C) dirties their habitat
D) reads minds

### Answer: ","
C",C
13-1006,a retailer gets an order of aluminum delivered weekly. Where is the aluminum likely coming from?,"A) it is coming from a school
B) it is coming from a mystery place
C) it is coming from santa claus
D) it is coming from a merchant
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
a retailer gets an order of aluminum delivered weekly. Where is the aluminum likely coming from?

### Choices: 
A) it is coming from a school
B) it is coming from a mystery place
C) it is coming from santa claus
D) it is coming from a merchant

### Answer: ","
C",C
13-1007,Plants might use water and sucrose to create their own,"A) provender
B) pandas
C) friends
D) emotions
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Plants might use water and sucrose to create their own

### Choices: 
A) provender
B) pandas
C) friends
D) emotions

### Answer: ","
C",C
13-1011,which one of these is approximately opposite in acquisition to doing chores?,"A) instinctive behavior
B) cleaning the yard
C) mowing the lawn
D) washing the dishes
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
which one of these is approximately opposite in acquisition to doing chores?

### Choices: 
A) instinctive behavior
B) cleaning the yard
C) mowing the lawn
D) washing the dishes

### Answer: ","
C",C
13-1012,When a varmint eats a pear and discards the seeds what will develop,"A) a tree
B) flower
C) debt
D) an ant mound
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
When a varmint eats a pear and discards the seeds what will develop

### Choices: 
A) a tree
B) flower
C) debt
D) an ant mound

### Answer: ","
D",D
